,obs_phi,xs_std,ys_std,xs_std_err,ys_std_err,xs_std_ci_lower,xs_std_ci_upper,ys_std_ci_lower,ys_std_ci_upper
0,0.0,0.02173741534950873,0.02173741534950873,0.00022756488833254894,0.00022485583385676932,0.021295240073577984,0.02218888070328505,0.021295280933682145,0.022172739476535468
1,1.0,0.021967136004998826,0.02228305791665411,0.00021733810390449753,0.0002204478022505172,0.021541888093665182,0.022393382221692876,0.021857636737464728,0.022717824824825365
2,10.0,0.054885931152275504,0.06981173219785392,0.0005891037067944727,0.0007392422808930151,0.05371972134115865,0.056041575986549755,0.0683779019847393,0.07126351075114583
3,11.0,0.057086101042283864,0.07212709794376615,0.0005474701757781531,0.0006760959744037115,0.056031439960030724,0.058153229811610016,0.07080726168401008,0.07348723855977203
4,12.0,0.06267215768554382,0.08087202664160291,0.00067824016779393,0.0008675086024519884,0.06133996545227774,0.0640130889653433,0.07919176026963565,0.0825857070732457
5,13.0,0.06941412259652369,0.08833989714424322,0.0008299273575665732,0.0009532566620597383,0.06780619615093987,0.07106242787517379,0.08652568707168118,0.09025798534032699
6,14.0,0.06989416904159701,0.0900492923156801,0.0006608572294599224,0.0008370001823915699,0.06860259207419064,0.0711803206201173,0.08842683827067657,0.09171916437674049
7,15.0,0.07371855876677032,0.09506472212153123,0.0007588902000835472,0.0009822264073353442,0.07221959479810718,0.07521729605318736,0.09314700604186331,0.09702656229684808
8,16.0,0.07575944749688267,0.0963088962570798,0.0007028119090246246,0.0008776664301006648,0.07437525437403826,0.07713227884082462,0.09458753657931719,0.09799727752534355
9,17.0,0.08308846375247649,0.10538025213685537,0.0008033145478885395,0.001004477707761429,0.08149209481965057,0.08466096817393526,0.10338873260250152,0.10734313377582799
10,18.0,0.08630349275860719,0.10917767178052522,0.0008970175565625829,0.0010981234731712347,0.08456053073654776,0.08806637014617812,0.10701725991994943,0.11138505223299339
11,19.0,0.09032720081589661,0.1161319722907518,0.0009203882581324584,0.001154517975981552,0.08849369435933369,0.09211095252029658,0.11389593489083545,0.11837653155231294
12,2.0,0.025704809217219193,0.0269189744199652,0.00030173462909174594,0.000312219084733972,0.025118926269039908,0.026306910873610312,0.02631226322316688,0.027537669845996825
13,20.0,0.0993909838334117,0.12721116463233426,0.0009540400402618356,0.0012160836454122004,0.09751047487054948,0.1012466203706474,0.12486701217919233,0.1296342877452351
14,21.0,0.10349067562199338,0.13306992735014267,0.001026251690043396,0.001350154458183117,0.10146928113894245,0.10547391206190235,0.13034699725660384,0.13571900754324046
15,22.0,0.10531445765165208,0.13326416096478277,0.0010193538029937984,0.0012870671877528344,0.1033034618511363,0.10728699457469096,0.13074572300765644,0.13578010328405085
16,23.0,0.10741990408621041,0.13689651173495873,0.0010159487255558283,0.0013323335313631768,0.10542496430427603,0.10942927425367618,0.13433493500354576,0.1395168293538857
17,24.0,0.11525438705657227,0.14234215143989767,0.0011718437213348273,0.0014177592265551375,0.11298145781719739,0.11754092176687975,0.13957391110976178,0.14512483801116663
18,25.0,0.11666916677236161,0.1478369741249977,0.0011104433614299277,0.0014107065690170788,0.1145200950572025,0.11889403109656843,0.1450330529140687,0.15061653331784028
19,26.0,0.12478490190095286,0.15461706216666132,0.001346433561592567,0.001610044184324579,0.12216286263357103,0.12739469655123153,0.15147290253075044,0.15782980345709163
20,27.0,0.12658278334073814,0.1564889527984278,0.0012908609652556948,0.0016389175781858843,0.12408474846152666,0.12909339534571213,0.15331996961803482,0.15967372484192519
21,28.0,0.1349972959622627,0.16536739189882982,0.0013693863519946502,0.0017455912356705919,0.1323469450675321,0.13767922110408917,0.1619622019024243,0.16879934440824587
22,29.0,0.13770277346974832,0.16713587743911013,0.0014144828530169825,0.0016987703895335272,0.1349156270241014,0.14052440731145716,0.16373753538055136,0.17039394723776335
23,3.0,0.02699298360802782,0.02958457185026917,0.00028524411419324696,0.0003155932368205754,0.026441906889336078,0.0275525719528118,0.028984477488533843,0.030205803087855636
24,30.0,0.13970602395407852,0.16844749221692176,0.0013792755669082939,0.0016646028420752967,0.13702750796104646,0.1424228060294883,0.16510517532962574,0.17170820352375468
25,31.0,0.1373874787545151,0.16575585622798908,0.001313445211461045,0.0015636615305864132,0.13480691707103137,0.139990501911835,0.16273139948467732,0.16889688458170743
26,32.0,0.14392438385679077,0.17000037195797274,0.0014104778530647905,0.001663222403265994,0.14113236971873924,0.1466937823758463,0.16679293178475585,0.1733204981790595
27,33.0,0.1511530130224677,0.17719347051588494,0.0014639682154567741,0.001648907266832542,0.14828503753142525,0.15400265905927565,0.17397272283802034,0.180383022308486
28,34.0,0.15568265140551485,0.1797406179955385,0.001609240911855822,0.0017971864281469112,0.15253251689886113,0.15886493630935314,0.17622126609160707,0.18325642225228284
29,35.0,0.15753820355404596,0.18249809992453575,0.0015357840610296849,0.0017762225235847908,0.15451070032034417,0.16055574558002922,0.1790409700812726,0.18596715412957923
30,36.0,0.16135153296169308,0.18557091642284723,0.001560797172961234,0.0018129070192827764,0.15829093066833866,0.16442795483339778,0.1820341781926353,0.18908524566786875
31,37.0,0.16339446589773465,0.18324817465829096,0.0015323483232262346,0.0017098247623169947,0.16036476497105479,0.16636377648781023,0.17991296545783994,0.18662530215224485
32,38.0,0.16611740341687686,0.18343114274979735,0.00180179938843638,0.0019370847245943853,0.16256370373180198,0.16965480238790231,0.1796806837542852,0.1872288660073019
33,39.0,0.179162009929514,0.19702931115291591,0.0024602308109531908,0.0024895446271861335,0.17451636225912825,0.1841184926265591,0.19246574879190212,0.2021738571555978
34,4.0,0.029733229007990074,0.03386288365054728,0.00028081590086789733,0.0003213555606621572,0.02918317671536811,0.030283267246145624,0.033217515807485415,0.03449145179663164
35,40.0,0.17971035632950383,0.19759235245342804,0.001816623002470354,0.002010844175401485,0.1761580339223386,0.18326225535314183,0.19367158308524196,0.20148417770331264
36,41.0,0.17907220414947828,0.19654189835416,0.001712543613495204,0.0018455821198663214,0.17575718841954593,0.18248230709535107,0.1928632002700242,0.20012516814027542
37,42.0,0.18274095106409396,0.1955237576071093,0.0018940386190867216,0.0020206830624813037,0.17908229983851237,0.18648570523766553,0.19159890425943418,0.19950173506152608
38,43.0,0.1894769065774138,0.19869400072114934,0.0019565541036360326,0.0019910231635353716,0.18561598131315551,0.1933300810749422,0.19479500811535716,0.20263680551446447
39,44.0,0.19099334017048988,0.19572255787672657,0.0018040431969269122,0.0018194801157954512,0.18744489732286895,0.1945761281733953,0.19218671948177776,0.1993343500227293
40,45.0,0.20174183095807421,0.2065304122291053,0.002129916735109052,0.0020886879038941775,0.19761786349999755,0.205946699327127,0.20243492208419137,0.21056706807096567
41,46.0,0.19465361136754875,0.19308056315884004,0.0018899713269499771,0.0018061986509007079,0.19095323780165602,0.19830594416200392,0.18960548540688324,0.19673644160773082
42,47.0,0.20048512239637356,0.19515222868290263,0.001952966000400347,0.0018325402122634548,0.19670870136720053,0.2043466712271317,0.19148433855570193,0.19869791772571524
43,48.0,0.20638053520231897,0.1977473116579386,0.002036392884793458,0.0018553385879130717,0.20243763282793872,0.2104854965317937,0.1941249200241539,0.20136907231247597
44,49.0,0.2070622649219522,0.196448544980476,0.002079814714606754,0.002001771270169882,0.20298119688452138,0.2111356031427665,0.1925807114999228,0.20043361423008493
45,5.0,0.03524262868383384,0.04126402229982678,0.0003642458161891114,0.00041834674684988564,0.034539318410258764,0.03596365650285484,0.04046995450493523,0.04208869401101918
46,50.0,0.2083853029911202,0.1929730940893669,0.0019850283295016137,0.0018274135760095048,0.20454714013282627,0.21234728900367492,0.18936756254983705,0.1964435953947725
47,51.0,0.2220299510728905,0.20129117953931883,0.0022858615718666236,0.0020788626699684335,0.21752376691983624,0.22656928412143698,0.19724294221095584,0.20551683301864893
48,52.0,0.22244673042590096,0.19765394922214055,0.003160204317468661,0.002779064316786226,0.2164554084262468,0.22884159902697,0.19251640720244675,0.20335689359474027
49,53.0,0.22408439549305598,0.19541543497713543,0.002278326474226757,0.0020662649872000157,0.2195850884930091,0.22850323652930954,0.19137998618100477,0.19944630320714712
50,54.0,0.22784739558251996,0.19364630194789925,0.00216656825723505,0.0018006433421316214,0.22361271835050517,0.23204811431825853,0.1901476065681496,0.19720704174709244
51,55.0,0.23578256447354007,0.1957266708815403,0.0022043134649586036,0.0017802146997907056,0.23146553319018648,0.24006373757735489,0.1921431867668956,0.1991756819305852
52,56.0,0.23039189569495078,0.18507579020845646,0.00210953759351737,0.0017139054826357733,0.22624236886539895,0.23458182510224815,0.18170916928969574,0.18843379518031667
