,obs_phi,xs_std,ys_std,xs_std_err,ys_std_err,xs_std_ci_lower,xs_std_ci_upper,ys_std_ci_lower,ys_std_ci_upper
0,0.0,0.23160809492441667,0.13721049941809427,0.0024300132967389155,0.0015365125074899332,0.22686559738065531,0.23635253026144393,0.13420744134739404,0.14021622353538948
1,1.0,0.2151076845079794,0.127827606096502,0.0020892821098685765,0.0016725651270080339,0.21104748031095297,0.21919084481601128,0.12468749086401329,0.13120467809599798
2,10.0,0.21996613009053645,0.12747485029649475,0.0022548844615380217,0.0012469468569290328,0.21553510381940638,0.22444554476863854,0.1250566629970653,0.1298598506983627
3,11.0,0.2334433484079949,0.13495105549337538,0.002321723087856649,0.0013320860571371753,0.22880977812091174,0.23798032369322666,0.13235568047386798,0.13754644040718322
4,12.0,0.2286043237111748,0.12875925071658773,0.00240648783334363,0.0013409266765854334,0.2240047952342803,0.2333952568468793,0.12614222315194812,0.13149419413876812
5,13.0,0.2282287393942815,0.13327000950252318,0.0023969603145314604,0.0013037779193379867,0.2235173698895076,0.23304384624341698,0.13073827360479598,0.13580171138979358
6,14.0,0.22410857761010325,0.1322894361234952,0.002178394050613618,0.0013216469117774059,0.22001796982338603,0.22841437658091257,0.12971469406969977,0.13487099879863026
7,15.0,0.23190600760584165,0.134516578200972,0.002415142626112983,0.0013178512810835311,0.22711209458293283,0.23663381231841274,0.13191885171288617,0.13711166806812233
8,16.0,0.2341486672564165,0.13184662050937998,0.0030241593466073923,0.0013990361758446234,0.22834275506971655,0.24020137473920075,0.1291375897270249,0.1345828556225872
9,17.0,0.2290882659336362,0.13557884331260275,0.0023811983310260652,0.001576813703974675,0.22443824375356225,0.2336944220832841,0.13250992751028395,0.13871180867449548
10,18.0,0.2203150620890258,0.13031950662025776,0.0022420459701333354,0.0012389783606949253,0.21601354762830005,0.2247112171647726,0.12794142788091736,0.1327497142282425
11,19.0,0.21915391093650646,0.13063645308370692,0.0021007367654373075,0.0014367979505010503,0.21504514628084526,0.22329214443339213,0.12782464230828694,0.13351231150861428
12,2.0,0.2284907897010618,0.1334706881879538,0.002405858073006432,0.0013844299502884403,0.22377895394016037,0.23330002507912953,0.13078723254082078,0.1361890625647722
13,20.0,0.22626717747888847,0.1310989648915426,0.0022745251633569355,0.0012931072277401123,0.22187315049088818,0.2307522397648876,0.128585665500073,0.13367552275699854
14,21.0,0.22480440206041455,0.12936651960212892,0.002134253091712815,0.0011838074937487579,0.22065364192050757,0.22895960892628242,0.12705860064081478,0.13166852239115628
15,22.0,0.21513307724009978,0.12755147680582693,0.0021693664823237042,0.0013086473818325606,0.21095019479800878,0.21942332083019292,0.12495488070355273,0.13009690449613776
16,23.0,0.22008278803801481,0.1298167891867504,0.0022858722921996377,0.0012483543067669826,0.2156102321358111,0.2245887635072158,0.12741102737158402,0.13228064103247886
17,24.0,0.2234905303136244,0.13003867542474368,0.002312781483091014,0.0012807517193482046,0.21885740278305404,0.2279523797659197,0.127548288138095,0.13257005175263828
18,25.0,0.23454769802710962,0.13635821969796885,0.0027570333492231303,0.0014296347795062854,0.2292868418217688,0.24006177045672344,0.1336283835865511,0.13920305722047308
19,26.0,0.22780810171524898,0.13147643426133337,0.002649019441515922,0.0013818770106264725,0.22263869085401414,0.23306010224969137,0.12881379241172242,0.13418645033010038
20,27.0,0.22349993331007756,0.1279694713217877,0.0024722225414317745,0.0014202496178886332,0.21862828442411505,0.22838623806501052,0.12522098098858347,0.13080796064112987
21,28.0,0.23094140492071458,0.1331599075375799,0.0024750930475281583,0.0013120923488941156,0.22610601037411998,0.23587371526061127,0.13058010385132526,0.13573033206900742
22,29.0,0.2210268975395063,0.1269987988142688,0.002279767528502224,0.0012493983238741914,0.21654878902257296,0.22553622421458036,0.12451543375727998,0.1294376045820357
23,3.0,0.22448520534253802,0.12772301154020085,0.0022784574439160773,0.0012721786430645657,0.22003523494147578,0.22902729480922893,0.12527734698584883,0.13027998731871335
24,30.0,0.22328778864088536,0.12803874666675452,0.002466874998978457,0.001407526529311021,0.21844540606430826,0.22811278458317022,0.12537505216139766,0.13081309875074393
25,31.0,0.22129400671960137,0.12887338449881494,0.0022378638590510166,0.001250747694597546,0.21692442552670876,0.22562120183816797,0.1264119973403157,0.13129335684018015
26,32.0,0.21892248301059017,0.13162806413522873,0.0021593987019547494,0.0012966723697098968,0.2146845872509716,0.22320482180934914,0.1290585924369008,0.1341840486447891
27,33.0,0.22788985714279628,0.13469659359951117,0.0022283364235410235,0.001347988779890607,0.22351573880045678,0.2321988374878437,0.13212875269807833,0.13734284811594002
28,34.0,0.21299819574677736,0.128931717432563,0.0021255228571797624,0.001377550002617792,0.20877655405964957,0.21717827835223175,0.1262560523256411,0.1316690298338808
29,35.0,0.2289792898692499,0.1327462874861475,0.0023312383388129276,0.0013484987805647245,0.22448238557175446,0.23360375666345432,0.13014344607491668,0.13538921527735073
30,36.0,0.22223054869315376,0.13258893173330594,0.0026210703135095275,0.001503736304649363,0.21720296593356933,0.2273407045408588,0.12964026741984858,0.1355947610015422
31,37.0,0.22249992516782804,0.13578681216247226,0.0021708575964681145,0.001355107910884513,0.21820213267089367,0.22685012008751637,0.13312053159273052,0.1384521829549188
32,38.0,0.21935868626467656,0.13265393807309683,0.0021863274075736355,0.001329999117425194,0.21509481116899445,0.22364664210405075,0.13008973033416288,0.135254361347649
33,39.0,0.22951661547384486,0.13788607419070253,0.0025511466059906025,0.0014738216040981514,0.22466922863161023,0.23464217408870142,0.13498802169608523,0.14080532003562246
34,4.0,0.22234559475019194,0.12934575514278848,0.0024827118406419916,0.0013140366691216554,0.21755021972011188,0.2272788742867669,0.12674840258808454,0.13188735830769707
35,40.0,0.2189476322129858,0.13474529691896828,0.002183796502239793,0.0014588934938914505,0.21465343544549617,0.22318317750623448,0.1319340255021205,0.13768026506231765
36,41.0,0.22601503137677387,0.1383527023763171,0.0022929569043435402,0.001385329013219219,0.221550497464244,0.23058427848366567,0.13569937625089556,0.14114284226582857
37,42.0,0.2264485171403035,0.14029291450129228,0.0022265224782081067,0.0013490185883872883,0.2220588884709896,0.23082251559174205,0.1376598288613661,0.14294791140136615
38,43.0,0.21789867333042717,0.13731221944921437,0.002334922607540223,0.001450007868972502,0.21337646574032662,0.22254964647645292,0.13451410932516344,0.14012648286581017
39,44.0,0.21164760731150528,0.13534008034210998,0.0022350230646321946,0.0015094212855105075,0.20729601186918695,0.2160576246822659,0.13240922280410788,0.1383466753657741
40,45.0,0.21969367994762712,0.13843718826006915,0.0024959949742827947,0.0014465371834552804,0.21489826697521922,0.2246457723237839,0.13564433858034167,0.14129366459128337
41,46.0,0.2193264524481337,0.14184791678703718,0.0024197777695189257,0.0016251184175152937,0.21461770077698206,0.22405574427562322,0.13874200492978378,0.14512308484112663
42,47.0,0.21485564096696438,0.1393170942651007,0.0024539283340509277,0.0015418577045056593,0.21009799145157054,0.2197759379792965,0.1363312763064624,0.14241687614058635
43,48.0,0.20965843256647704,0.1382139972265323,0.0020442536498664916,0.0013241689062840102,0.20576198381534444,0.21362169138294176,0.13559930016100868,0.1408184949509011
44,49.0,0.21902859258618881,0.1439891752342134,0.00226120283424716,0.0014951273005204989,0.2147038496295123,0.22348435717246237,0.14105511907248366,0.1469350574146777
45,5.0,0.21388751080852758,0.12586991915343626,0.002177777998481595,0.0011897636449528697,0.20972505512915163,0.21821447311182635,0.12353832833156574,0.12820083336329532
46,50.0,0.21324693581456453,0.14369100190704456,0.0019834666292023956,0.0013898736575056947,0.20935787483937982,0.21710161438076592,0.14098874338962228,0.1464257430544186
47,51.0,0.22436544030156744,0.1505370403177008,0.002156707790731113,0.0014626090320941831,0.22007684905843453,0.22857076669609994,0.1477497036479657,0.15346713904907347
48,52.0,0.21071654200383527,0.14441421686699452,0.0021509991411381244,0.0014648171817576185,0.20650446319456522,0.2148598694846606,0.14148743006795947,0.1472957716295957
49,53.0,0.21001741950152494,0.1461245220241,0.00236395984375707,0.0016682944779370307,0.20530225091869084,0.2146357851035469,0.14286860699880613,0.14939757946189305
50,54.0,0.20800555056634723,0.1453930184894054,0.002088186870466892,0.0014560770109206948,0.20389086848871857,0.21214357135875822,0.1425610683251911,0.14820628965012783
51,55.0,0.20967355486199535,0.1480431570498263,0.002237447117516269,0.0015372118504462,0.20531566677331395,0.21416408985316177,0.145049881086526,0.15101372488116224
52,56.0,0.2176045133118266,0.15548351953788536,0.0023077615893005833,0.0016420045337055514,0.21303357264400558,0.22222234130908944,0.1523135675539539,0.15875667181682865
53,57.0,0.2104070815212403,0.15139891506322758,0.0026048413106691745,0.001856145012916783,0.20534207528938267,0.21545444712920173,0.1478696532519148,0.15511765767072702
54,58.0,0.21214780166872454,0.15600511006325962,0.0024331422076179408,0.0019373249054428633,0.20734589028684924,0.21693863597787916,0.15222027964248389,0.15984177103680158
55,59.0,0.21938025468486202,0.16352990724182764,0.0027072645724382357,0.0021004542574438764,0.2142434119224907,0.22471742246018986,0.15952946877662916,0.16770529790244795
56,6.0,0.22257332164645563,0.13016843667867461,0.002357978349813908,0.0012625887947876266,0.21791070879718652,0.22721204382766733,0.12772114791402606,0.13268518637212287
57,60.0,0.20847917802019142,0.15781919615922368,0.002200262795961693,0.0016228641295156232,0.2041669244719948,0.212783221264962,0.15463107248535557,0.16107305267645305
58,61.0,0.21393629239169906,0.16337505676121633,0.0023968406679795826,0.0018214110994722674,0.20928404448440072,0.2186951705205038,0.1597948841473977,0.1669386218852388
59,62.0,0.2067994051540847,0.16026787582325216,0.002027866051044568,0.0015736669438072253,0.20283642817768224,0.21083426859484222,0.1571453668365399,0.16339285719634639
60,63.0,0.21507700837351332,0.16911912813185728,0.002161872334928155,0.001697998072256728,0.21078797174179448,0.21923470467163117,0.16581948222424317,0.1724499766142525
61,64.0,0.20612097843418498,0.16397651863795143,0.0023751836382183865,0.0018670251111173573,0.20151806541430492,0.2107363653478735,0.16040947151151858,0.16767265469760753
62,65.0,0.2141374765678737,0.17321255737904917,0.003282396446346833,0.002648312752938042,0.20793248378519702,0.2208103163011131,0.16839773114412948,0.17877470790451502
63,66.0,0.20820756780887353,0.1704519539515164,0.002204137602061364,0.001803784496860223,0.20394125421341766,0.2125042254748871,0.16702629810993078,0.17407133748191336
64,67.0,0.2072411089992499,0.1725642151147352,0.002212306903455433,0.0018906328321101472,0.20290784270498236,0.2116061211666052,0.16887391103318397,0.176351522121142
65,68.0,0.20676610998553777,0.17423320510251047,0.002975215008688494,0.0024673182646136288,0.2011004285293745,0.21266603057842468,0.1696181047912607,0.17928682208943267
66,69.0,0.21226600905196377,0.181383006286888,0.0021027640117541714,0.001799366726208757,0.20812322603135824,0.21642460318893358,0.17788061092725305,0.18498969441885876
67,7.0,0.22431727009758606,0.1303270672237891,0.0022010914148358975,0.0012785042835073489,0.2200577567516503,0.2287625581448361,0.12786361833327703,0.13290456254157507
68,70.0,0.2037933025118867,0.17625237868458407,0.0020646421997123046,0.0018068624319872977,0.19976260262639806,0.20784352042840618,0.17269726407767613,0.17979278794991685
69,71.0,0.20769133847797955,0.1824741330823736,0.002114713270606724,0.00188331598902036,0.20356034681011737,0.2118156217107553,0.17885519012411988,0.18622450665395418
70,72.0,0.20581333723946518,0.18284330767525148,0.002210115967348611,0.0019545958255289425,0.2015312487929014,0.21019913839390422,0.17905582762476058,0.1867104540969006
71,73.0,0.20475758756357107,0.18401874673488122,0.0024754581488953863,0.0022552127845439545,0.19997795947645058,0.2096132483299221,0.17974476937316494,0.1885509098327386
72,74.0,0.20000843685239983,0.18199994581895673,0.0020502598318741768,0.0018766298277503412,0.19601701466988836,0.20406290654491127,0.17833858737687575,0.1857122641638396
73,75.0,0.2003855668947845,0.1842562369960203,0.0020541948356350955,0.0018576673488648076,0.19639774542461638,0.20446314024785364,0.1806213692197575,0.1878537638293692
74,76.0,0.19287015217309403,0.1792695978471909,0.0017692338192870215,0.0016516542740672858,0.189326118565897,0.19627605537209944,0.17603412649154943,0.18251984880135275
75,77.0,0.1994219918865918,0.18712459351502742,0.002582669906154705,0.0023734269927622787,0.19458818539152115,0.20466451097509708,0.18266437921253206,0.19191565177986528
76,78.0,0.19840701491596263,0.18805279068515912,0.0018420354804791692,0.0017557901209663894,0.19480690892038868,0.20198401011072786,0.18465785403811608,0.19145021206563095
77,79.0,0.19909418021790345,0.19023871541570844,0.002011417161534409,0.0019164553014435692,0.19509980033905774,0.2029658746519855,0.18654612385371613,0.19399638449579432
78,8.0,0.223737298958048,0.12779018017000898,0.002243913555590298,0.001237083106860562,0.21939954168471715,0.22812385769491628,0.1253912344211721,0.1302741682141973
79,80.0,0.20523416427952373,0.1976701886944519,0.0026951343718636177,0.002599962073372783,0.20012054627370188,0.2106762041260062,0.19268809950502175,0.202905345582322
80,81.0,0.19987291718836514,0.19382282821259483,0.0019245473210623924,0.0018645261264823969,0.19611828398968587,0.20364553449733183,0.19019684934998166,0.19750556409582987
81,82.0,0.21010545792319077,0.20512336861808897,0.0020845964414830105,0.0020555717877878232,0.20605950971552356,0.21414221042313536,0.20112752309665852,0.20915946355336618
82,83.0,0.20219825263028435,0.19851335526096933,0.001908392826181721,0.0018508806527278447,0.19843325429398903,0.20589274780816158,0.19482077220658212,0.20209030869897265
83,84.0,0.19785481550358977,0.19518801456650986,0.001978613656970735,0.001959113231949357,0.19409669473498706,0.20180543521958919,0.1913546779155111,0.19906962087836413
84,85.0,0.20292915666248595,0.20101858960439817,0.0022985225738438135,0.0022853951661995285,0.1984382876864302,0.20753901737015698,0.19651518958245265,0.20554337286889907
85,86.0,0.19339279214284835,0.19223111564934406,0.0018653897159601168,0.001854082394911592,0.18979144702366663,0.19701911877792957,0.1886875122732004,0.19598995642406009
86,87.0,0.20604259114978332,0.20534092990198938,0.002091718055029647,0.0020759255061444087,0.20188896831071051,0.21009983443908192,0.20125230354581292,0.20942875199653802
87,88.0,0.20037230115066954,0.20006850331955248,0.0021714239951551645,0.002160975049921561,0.19627196139646613,0.20468267769262358,0.1957948667891407,0.20425183324050816
88,89.0,0.1904213705521157,0.19034923107454918,0.0018959517536357277,0.0018890160438057339,0.1867138617068742,0.19409255972679984,0.18664035747348556,0.19412663380193373
89,9.0,0.22659407320159117,0.13323729147711716,0.002228199420140766,0.0014545160969137957,0.22219728029703095,0.23095878500889647,0.1304045139469893,0.1361377175140596
90,90.0,0.20124340428133,0.20124340428133003,0.002028683695299508,0.0020271595895151964,0.19728857974153907,0.20522092577477408,0.19732414231553957,0.2052703669694547
