,xs_std,ys_std,Rper,Rper_max,xs_std_err,ys_std_err,xs_std_ci,ys_std_ci,Rper_err,Rper_ci,Rper_max_err,Rper_max_ci,obs_phi,spot_ratio,radii_method,latitude_method,num_multi,size_multi
10,2.232460796387811,1.3771668290029635,75452.66422450097,146595.7822324182,0.009548444561294401,0.006108914413959872,"[2.213882118540762, 2.2512118976006428]","[1.3652759266784302, 1.3890446608013298]",1166.2554777925257,"[73060.23811241369, 77711.95436543932]",3621.233452168292,"[138426.616059372, 146595.7822324182]",[0.5235987755982988],"[0.6, 1.0]","[['Nagovitsyn', True, 1.7320508075688772], ['Baumann Group Max', False, 1.7320508075688772]]",['solar butterfly'],53.0,1.7320508075688772
11,0.7419559722421112,0.5588414827754294,30315.57714160293,116154.92807464367,0.004053073164358477,0.002975810919738204,"[0.7341073712930927, 0.7500652321317937]","[0.5531099958466463, 0.5646221084633606]",844.4928056768928,"[28527.763951282424, 31805.501598719533]",5340.229050261753,"[104541.89057470941, 116154.92807464367]",[0.0],"[0.6, 1.0]","[['Nagovitsyn', True, 1.0], ['Baumann Group Max', False, 1.0]]",['solar butterfly'],26.0,1.0
12,2.04269540730172,1.5310681949124718,42354.43740306866,77962.86372593131,0.009079736411518923,0.006926583109646065,"[2.0250122214285797, 2.0603717451351287]","[1.5174918355879907, 1.5445652447813845]",665.2998717157672,"[41068.52024449903, 43753.13033605322]",936.2677669848747,"[75540.85560847812, 77962.86372593131]",[1.0471975511965976],"[0.6, 1.0]","[['Nagovitsyn', True, 1.7320508075688772], ['Baumann Group Max', False, 1.7320508075688772]]",['solar butterfly'],53.0,1.7320508075688772
13,1.9391642926214954,1.9391642926214954,0.0,0.0,0.008151420245882722,0.008155130465635011,"[1.922692708996074, 1.9551013945934246]","[1.923057662359648, 1.9552448853622488]",0.0,"[0.0, 0.0]",0.0,"[0.0, 0.0]",[1.5707963267948966],"[0.6, 1.0]","[['Nagovitsyn', True, 1.7320508075688772], ['Baumann Group Max', False, 1.7320508075688772]]",['solar butterfly'],53.0,1.7320508075688772
14,2.3918134563149485,1.8383074641017751,92944.36091756591,169097.29661977923,0.011018795872373277,0.008124018089785353,"[2.3701511511563083, 2.4130776458545355]","[1.8222912692372788, 1.854205895728003]",1297.9363943957826,"[89910.43821139033, 95501.67053413234]",2525.908213582928,"[163280.3287587552, 169097.29661977923]",[0.0],"[0.6, 1.0]","[['Nagovitsyn', True, 1.7320508075688772], ['Baumann Group Max', False, 1.7320508075688772]]",['solar butterfly'],54.0,1.7320508075688772
15,2.268725786959222,1.3999325938568885,79447.64534204762,142322.29494421967,0.009485351140447993,0.006266795893493003,"[2.250272716670545, 2.287310085602823]","[1.3875432242209633, 1.412272766697604]",848.1366044932157,"[77661.9344917071, 81204.56423817779]",2548.4707408006902,"[136034.59558941898, 142322.29494421967]",[0.5235987755982988],"[0.6, 1.0]","[['Nagovitsyn', True, 1.7320508075688772], ['Baumann Group Max', False, 1.7320508075688772]]",['solar butterfly'],54.0,1.7320508075688772
16,2.250660370301445,1.6900356318898766,43800.80279686682,78404.30636041673,0.009937149253280361,0.007825762376656584,"[2.2312478935570197, 2.2704602387926385]","[1.6750201504567697, 1.7054497883859794]",563.0217937709035,"[42759.778492602985, 44844.53670226318]",278.1260244134206,"[77473.25498309443, 78404.30636041673]",[1.0471975511965976],"[0.6, 1.0]","[['Nagovitsyn', True, 1.7320508075688772], ['Baumann Group Max', False, 1.7320508075688772]]",['solar butterfly'],54.0,1.7320508075688772
17,2.131123750296938,2.131123750296938,0.0,0.0,0.01015273064038292,0.010232552282831637,"[2.1114431128413873, 2.151072748727214]","[2.1113306241658227, 2.151268464102801]",0.0,"[0.0, 0.0]",0.0,"[0.0, 0.0]",[1.5707963267948966],"[0.6, 1.0]","[['Nagovitsyn', True, 1.7320508075688772], ['Baumann Group Max', False, 1.7320508075688772]]",['solar butterfly'],54.0,1.7320508075688772
18,2.3247845298821828,1.7408433032511237,92110.20079443294,168667.82377052004,0.009951279489467234,0.007209168420801782,"[2.30489611172297, 2.3444842737870797]","[1.7265388608899177, 1.754870014794856]",969.3009722891345,"[90455.14281798006, 94249.19659265279]",1784.0413839924745,"[162941.71518231282, 168667.82377052004]",[0.0],"[0.6, 1.0]","[['Nagovitsyn', True, 1.7320508075688772], ['Baumann Group Max', False, 1.7320508075688772]]",['solar butterfly'],55.0,1.7320508075688772
19,2.3219390094494834,1.4155160980279717,77618.96065872148,142840.61304236396,0.010583511949261892,0.0065800966949144035,"[2.30117335747187, 2.342695033702018]","[1.4024510630533171, 1.4281354215440776]",1109.873498808354,"[75390.88399621713, 79658.21691968544]",2195.4458124110965,"[137108.4210412584, 142840.61304236396]",[0.5235987755982988],"[0.6, 1.0]","[['Nagovitsyn', True, 1.7320508075688772], ['Baumann Group Max', False, 1.7320508075688772]]",['solar butterfly'],55.0,1.7320508075688772
20,2.0447827397074665,1.5325503234957427,43681.0804049626,80327.37704349824,0.008652368917767505,0.0065736330916121456,"[2.0280826849931946, 2.061510739004881]","[1.519694820817638, 1.545427273506214]",553.5896613570621,"[42728.06919003492, 44740.138543743815]",1058.9901543938156,"[77612.94424880983, 80327.37704349824]",[1.0471975511965976],"[0.6, 1.0]","[['Nagovitsyn', True, 1.7320508075688772], ['Baumann Group Max', False, 1.7320508075688772]]",['solar butterfly'],55.0,1.7320508075688772
21,1.8688614112098945,1.8688614112098942,0.0,0.0,0.007980136831869954,0.007805029883081992,"[1.8533829157206825, 1.8846509792306085]","[1.8537715986058831, 1.8841698333520782]",0.0,"[0.0, 0.0]",0.0,"[0.0, 0.0]",[1.5707963267948966],"[0.6, 1.0]","[['Nagovitsyn', True, 1.7320508075688772], ['Baumann Group Max', False, 1.7320508075688772]]",['solar butterfly'],55.0,1.7320508075688772
22,0.7664037756651306,0.4437702556814221,23910.642708187544,91556.41810606596,0.004699974640660976,0.0026363072790968464,"[0.7572269984947222, 0.7755939746263039]","[0.4385546430743159, 0.4488714212140289]",743.0119537175259,"[22409.44931847862, 25254.469748631993]",769.8788235679957,"[88799.20803259933, 91556.41810606596]",[0.5235987755982988],"[0.6, 1.0]","[['Nagovitsyn', True, 1.0], ['Baumann Group Max', False, 1.0]]",['solar butterfly'],26.0,1.0
23,2.2559663469497027,1.7177161043144487,92698.62653891109,169280.07169172954,0.009595232129626399,0.0075483520494450335,"[2.2374840771505733, 2.2750620326371096]","[1.7028998323773217, 1.7323584097371718]",1604.4674274246959,"[89983.89597733125, 96333.31618757913]",1235.075893624364,"[165073.4471657427, 169280.07169172954]",[0.0],"[0.6, 1.0]","[['Nagovitsyn', True, 1.7320508075688772], ['Baumann Group Max', False, 1.7320508075688772]]",['solar butterfly'],56.0,1.7320508075688772
24,2.1891837857952265,1.3157947131695515,77698.98802300257,140582.59159970976,0.00952995669045747,0.005742096194183472,"[2.1702629508111833, 2.2076925312716362]","[1.3046103926599393, 1.3271307058705486]",1021.0519908548112,"[75280.53016301116, 79384.65366062935]",2186.4289771537206,"[135548.66685810607, 140582.59159970976]",[0.5235987755982988],"[0.6, 1.0]","[['Nagovitsyn', True, 1.7320508075688772], ['Baumann Group Max', False, 1.7320508075688772]]",['solar butterfly'],56.0,1.7320508075688772
25,2.1984120518857613,1.6356910674805198,43938.05042761512,80533.02674597029,0.009774834809532432,0.007257221361253927,"[2.1789467242942315, 2.217669682740128]","[1.6213708042916641, 1.6500430290254382]",629.3002344224205,"[42661.789005203565, 45131.06414217194]",538.4368686475757,"[78613.4572784979, 80533.02674597029]",[1.0471975511965976],"[0.6, 1.0]","[['Nagovitsyn', True, 1.7320508075688772], ['Baumann Group Max', False, 1.7320508075688772]]",['solar butterfly'],56.0,1.7320508075688772
26,1.9970268182547453,1.9970268182547453,0.0,0.0,0.00859754033065477,0.008652103615811407,"[1.9803613099415702, 2.013849926973271]","[1.9804690237126539, 2.014481797210022]",0.0,"[0.0, 0.0]",0.0,"[0.0, 0.0]",[1.5707963267948966],"[0.6, 1.0]","[['Nagovitsyn', True, 1.7320508075688772], ['Baumann Group Max', False, 1.7320508075688772]]",['solar butterfly'],56.0,1.7320508075688772
27,2.457162580888622,1.775215765263557,92348.28561912879,165202.76434367488,0.01155428992528239,0.008300914470866609,"[2.434258605720203, 2.479712783873531]","[1.75910639932873, 1.7917769440264233]",1300.0064537032033,"[89283.6541477619, 94834.8019650883]",493.4230710925576,"[163520.29690259206, 165202.76434367488]",[0.0],"[0.6, 1.0]","[['Nagovitsyn', True, 1.7320508075688772], ['Baumann Group Max', False, 1.7320508075688772]]",['solar butterfly'],57.0,1.7320508075688772
28,2.43304958834438,1.4638653376695412,79780.59899194473,143227.33548936152,0.010631780573729486,0.006682506167688515,"[2.412381428626452, 2.45420575658124]","[1.4506643439249791, 1.4769009408278861]",856.2880102653171,"[77862.01179796521, 81537.12661740165]",710.9168477982262,"[141210.6299058703, 143227.33548936152]",[0.5235987755982988],"[0.6, 1.0]","[['Nagovitsyn', True, 1.7320508075688772], ['Baumann Group Max', False, 1.7320508075688772]]",['solar butterfly'],57.0,1.7320508075688772
29,2.1218949063395343,1.5723511697232582,44353.07568936059,79180.28825342326,0.008622148924407026,0.006474690527016155,"[2.104827760554244, 2.1383148498442326]","[1.5594308140487898, 1.5848604102619348]",742.0211552969447,"[42735.61569942901, 45537.7495889782]",494.33670672936137,"[78104.98984323333, 79180.28825342326]",[1.0471975511965976],"[0.6, 1.0]","[['Nagovitsyn', True, 1.7320508075688772], ['Baumann Group Max', False, 1.7320508075688772]]",['solar butterfly'],57.0,1.7320508075688772
30,2.0476391206239106,2.0476391206239106,0.0,0.0,0.00880886546243914,0.008976955191130034,"[2.0303160965166422, 2.0650810357659064]","[2.030061376882591, 2.0653135340357025]",0.0,"[0.0, 0.0]",0.0,"[0.0, 0.0]",[1.5707963267948966],"[0.6, 1.0]","[['Nagovitsyn', True, 1.7320508075688772], ['Baumann Group Max', False, 1.7320508075688772]]",['solar butterfly'],57.0,1.7320508075688772
31,2.4822943716663333,1.8398481239333508,95611.99057878155,166883.00628235954,0.011310740173842825,0.007655962789674594,"[2.4603236058851077, 2.50480651119098]","[1.824922236121018, 1.8548791920746452]",1181.9297087693633,"[92974.88277054118, 97566.88449317752]",773.9788316957586,"[164597.1009835683, 166883.00628235954]",[0.0],"[0.6, 1.0]","[['Nagovitsyn', True, 1.7320508075688772], ['Baumann Group Max', False, 1.7320508075688772]]",['solar butterfly'],58.0,1.7320508075688772
